"","coef","pVal"
"Intercept",-2.78,0
"log age",0.08,0
"log size",0,0.882
"log devs",0,0.948
"log commits",1.12,0
"C",0.24,0.03
"C#",0.02,0.826
"C++",0.14,0.194
"Clojure",-0.22,0.044
"Coffeescript",0.21,0.061
"Erlang",-0.06,0.576
"Go",0.15,0.161
"Haskell",-0.37,0.001
"Java",-0.11,0.364
"Javascript",0.01,0.959
"Objective-C",0.14,0.182
"Perl",0.18,0.119
"Php",-0.04,0.689
"Python",0.05,0.611
"Ruby",-0.15,0.228
"Scala",-0.19,0.082
"Typescript",0,0.972
