"","coef","pVal"
"Intercept",-2.19,0
"log age",0.06,0.001
"log size",-0.05,0.001
"log devs",0.15,0
"log commits",1.08,0
"C",0.5,0
"C#",0.08,0.495
"C++",0.31,0.002
"Clojure",-0.36,0.001
"Coffeescript",-0.04,0.683
"Erlang",-0.02,0.865
"Go",0.03,0.745
"Haskell",-0.15,0.138
"Java",-0.13,0.223
"Javascript",0.18,0.196
"Objective-C",0.11,0.277
"Perl",0.04,0.698
"Php",0.04,0.751
"Python",0.03,0.744
"Ruby",-0.44,0.001
"Scala",-0.14,0.168
"Typescript",-0.06,0.614
