"","coef"
"Intercept",-2.54
"log age",0.14
"log size",-0.03
"log devs",0.11
"log commits",1.06
"C",0.23
"C++",0.01
"Clojure",-0.31
"Coffeescript",-0.01
"Erlang",0.4
"Go",0.23
"Haskell",-0.13
"Java",-0.22
"Javascript",0.08
"Objective-C",0.23
"Perl",-0.16
"Php",-0.21
"Python",0.12
"Ruby",-0.09
"Scala",0.03
"Typescript",-0.2
