"","coef"
"Intercept",-2.59
"log age",0.17
"log size",-0.05
"log devs",0.14
"log commits",1.07
"C",0.31
"C++",-0.01
"Clojure",-0.18
"Coffeescript",-0.06
"Erlang",-0.12
"Go",0.08
"Haskell",-0.22
"Java",-0.02
"Javascript",0.2
"Objective-C",-0.06
"Perl",-0.18
"Php",0.14
"Python",0.25
"Ruby",-0.04
"Scala",0.06
"Typescript",-0.14
