"","coef","pVal"
"Intercept",-2.72,0
"log age",0.11,0
"log size",-0.01,0.491
"log devs",0.04,0.256
"log commits",1.09,0
"C",0.07,0.496
"C#",0.07,0.573
"C++",0.26,0.018
"Clojure",-0.19,0.077
"Coffeescript",-0.07,0.575
"Erlang",0.22,0.053
"Go",0.05,0.638
"Haskell",-0.23,0.037
"Java",-0.01,0.952
"Javascript",-0.08,0.565
"Objective-C",0.37,0.001
"Perl",-0.16,0.136
"Php",0.22,0.04
"Python",-0.12,0.362
"Ruby",-0.14,0.296
"Scala",-0.13,0.277
"Typescript",-0.14,0.3
