"","coef","pVal"
"Intercept",-2.52,0
"log age",0.08,0
"log size",-0.02,0.213
"log devs",0.1,0.009
"log commits",1.09,0
"C",0.25,0.025
"C#",-0.01,0.964
"C++",0.09,0.421
"Clojure",-0.31,0.012
"Coffeescript",0.19,0.122
"Erlang",0.12,0.243
"Go",0.25,0.021
"Haskell",-0.36,0.002
"Java",-0.05,0.676
"Javascript",-0.12,0.376
"Objective-C",0.01,0.948
"Perl",0.07,0.542
"Php",0.06,0.654
"Python",0.06,0.62
"Ruby",-0.07,0.617
"Scala",-0.2,0.085
"Typescript",0.02,0.918
