"","coef","pVal"
"Intercept",-2.45,0
"log age",0.06,0
"log size",-0.03,0.027
"log devs",0.07,0.045
"log commits",1.14,0
"C",-0.07,0.552
"C#",0.16,0.15
"C++",0.05,0.619
"Clojure",-0.35,0.003
"Coffeescript",0.23,0.033
"Erlang",0.29,0.01
"Go",0.1,0.324
"Haskell",-0.3,0.003
"Java",0.03,0.804
"Javascript",-0.14,0.357
"Objective-C",0.16,0.183
"Perl",0.02,0.831
"Php",0.15,0.175
"Python",-0.01,0.917
"Ruby",-0.02,0.899
"Scala",-0.15,0.126
"Typescript",-0.17,0.164
