"","coef","pVal"
"Intercept",-2.81,0
"log age",0.13,0
"log size",-0.01,0.637
"log devs",0.07,0.027
"log commits",1.05,0
"C",0.13,0.212
"C#",0.23,0.016
"C++",0.21,0.036
"Clojure",-0.24,0.026
"Coffeescript",0.09,0.374
"Erlang",-0.01,0.899
"Go",-0.01,0.884
"Haskell",-0.27,0.011
"Java",0.03,0.741
"Javascript",0.04,0.757
"Objective-C",-0.02,0.855
"Perl",0.11,0.265
"Php",0.14,0.186
"Python",0.1,0.362
"Ruby",-0.29,0.02
"Scala",-0.1,0.303
"Typescript",-0.13,0.292
