"","coef","pVal"
"Intercept",-2.56,0
"log age",0.11,0
"log size",-0.03,0.021
"log devs",0.1,0.001
"log commits",1.08,0
"C",0.19,0.038
"C#",0.21,0.035
"C++",0.14,0.159
"Clojure",-0.4,0
"Coffeescript",0.27,0.009
"Erlang",-0.08,0.448
"Go",0,0.999
"Haskell",-0.13,0.177
"Java",0.01,0.917
"Javascript",-0.09,0.579
"Objective-C",0.03,0.764
"Perl",0.01,0.934
"Php",0.34,0
"Python",0.04,0.71
"Ruby",-0.15,0.228
"Scala",-0.1,0.313
"Typescript",-0.28,0.018
