"","coef"
"Intercept",-2.91
"log age",0.17
"log size",-0.01
"log devs",0.08
"log commits",1.07
"C",0.22
"C++",0.07
"Clojure",-0.18
"Coffeescript",0.1
"Erlang",0.27
"Go",0.03
"Haskell",-0.28
"Java",-0.1
"Javascript",0.14
"Objective-C",0.04
"Perl",-0.15
"Php",0.02
"Python",0.08
"Ruby",0.04
"Scala",-0.11
"Typescript",-0.2
