"","coef","pVal"
"Intercept",-2.15,0
"log age",0.06,0.002
"log size",-0.05,0.003
"log devs",0.14,0
"log commits",1.09,0
"C",0.22,0.06
"C#",-0.06,0.609
"C++",0.19,0.087
"Clojure",-0.28,0.013
"Coffeescript",0.24,0.05
"Erlang",0.01,0.943
"Go",0.02,0.853
"Haskell",-0.29,0.01
"Java",-0.15,0.195
"Javascript",-0.14,0.34
"Objective-C",0.13,0.227
"Perl",0.01,0.966
"Php",0.07,0.568
"Python",0.13,0.243
"Ruby",0.08,0.531
"Scala",-0.2,0.077
"Typescript",0.04,0.755
