"","coef"
"Intercept",-2.47
"log age",0.14
"log size",-0.03
"log devs",0.09
"log commits",1.05
"C",0.07
"C++",0.14
"Clojure",-0.07
"Coffeescript",0
"Erlang",0.04
"Go",0.23
"Haskell",-0.5
"Java",-0.1
"Javascript",0.08
"Objective-C",0.01
"Perl",0.11
"Php",0.14
"Python",0.14
"Ruby",0.01
"Scala",-0.14
"Typescript",-0.16
