"","coef"
"Intercept",-2.51
"log age",0.12
"log size",-0.02
"log devs",0.06
"log commits",1.06
"C",0.32
"C++",0.05
"Clojure",-0.43
"Coffeescript",0.06
"Erlang",0.18
"Go",0.28
"Haskell",-0.07
"Java",-0.19
"Javascript",0.16
"Objective-C",0.16
"Perl",-0.18
"Php",0.05
"Python",0.11
"Ruby",-0.31
"Scala",-0.04
"Typescript",-0.14
