"","coef"
"Intercept",-2.62
"log age",0.16
"log size",-0.03
"log devs",0.1
"log commits",1.05
"C",0.11
"C++",0.09
"Clojure",-0.6
"Coffeescript",0.05
"Erlang",0.11
"Go",0.33
"Haskell",-0.22
"Java",0.36
"Javascript",0.01
"Objective-C",-0.22
"Perl",-0.02
"Php",-0.24
"Python",0.19
"Ruby",-0.04
"Scala",0.1
"Typescript",-0.02
