"","coef"
"Intercept",-2.42
"log age",0.15
"log size",-0.05
"log devs",0.13
"log commits",1.06
"C",0.21
"C++",0
"Clojure",-0.27
"Coffeescript",0
"Erlang",0.2
"Go",0.12
"Haskell",-0.39
"Java",0.05
"Javascript",0.13
"Objective-C",-0.24
"Perl",0.21
"Php",-0.11
"Python",0.12
"Ruby",-0.07
"Scala",0.06
"Typescript",-0.04
