"","coef","pVal"
"Intercept",-2.4,0
"log age",0.08,0
"log size",-0.03,0.1
"log devs",0.06,0.091
"log commits",1.09,0
"C",0.09,0.423
"C#",0.05,0.672
"C++",0.2,0.088
"Clojure",-0.3,0.01
"Coffeescript",0.18,0.123
"Erlang",0.27,0.018
"Go",0.13,0.291
"Haskell",-0.28,0.014
"Java",0.01,0.93
"Javascript",0,0.995
"Objective-C",0.01,0.945
"Perl",0.06,0.593
"Php",-0.05,0.7
"Python",0.2,0.136
"Ruby",-0.17,0.184
"Scala",-0.3,0.009
"Typescript",-0.08,0.535
