"","coef","pVal"
"Intercept",-2.11,0
"log age",0.07,0.001
"log size",-0.06,0
"log devs",0.11,0.002
"log commits",1.11,0
"C",0.18,0.093
"C#",0.03,0.772
"C++",0.31,0.006
"Clojure",-0.42,0.001
"Coffeescript",0,0.976
"Erlang",-0.07,0.554
"Go",-0.12,0.281
"Haskell",-0.44,0
"Java",0.04,0.699
"Javascript",-0.02,0.856
"Objective-C",0.17,0.128
"Perl",0.05,0.695
"Php",0.11,0.368
"Python",0.19,0.089
"Ruby",0.05,0.706
"Scala",-0.22,0.041
"Typescript",0.18,0.142
