"","coef","pVal"
"Intercept",-2.26,0
"log age",0.07,0.001
"log size",-0.04,0.011
"log devs",0.12,0.001
"log commits",1.08,0
"C",0.3,0.005
"C#",0.03,0.78
"C++",0.01,0.914
"Clojure",-0.27,0.021
"Coffeescript",-0.03,0.797
"Erlang",-0.12,0.307
"Go",0.02,0.832
"Haskell",-0.35,0.002
"Java",0.15,0.171
"Javascript",0.12,0.335
"Objective-C",0.2,0.062
"Perl",0.13,0.23
"Php",0.32,0.002
"Python",-0.2,0.102
"Ruby",-0.1,0.397
"Scala",-0.15,0.152
"Typescript",-0.07,0.59
