"","coef"
"Intercept",-2.4
"log age",0.13
"log size",-0.04
"log devs",0.16
"log commits",1.04
"C",0.29
"C++",0.08
"Clojure",-0.32
"Coffeescript",-0.07
"Erlang",0.22
"Go",0.14
"Haskell",-0.41
"Java",0.01
"Javascript",0.01
"Objective-C",0.03
"Perl",0.02
"Php",-0.23
"Python",0.28
"Ruby",-0.08
"Scala",-0.02
"Typescript",0.04
