"","coef"
"Intercept",-2.64
"log age",0.18
"log size",-0.07
"log devs",0.1
"log commits",1.11
"C",0.24
"C++",0.14
"Clojure",-0.35
"Coffeescript",-0.09
"Erlang",-0.04
"Go",0
"Haskell",-0.19
"Java",0.03
"Javascript",0.28
"Objective-C",-0.05
"Perl",-0.05
"Php",0.2
"Python",0.22
"Ruby",-0.24
"Scala",-0.11
"Typescript",0
