"","coef","pVal"
"Intercept",-2.25,0
"log age",0.13,0
"log size",-0.06,0
"log devs",0.12,0.003
"log commits",1.07,0
"C",0.32,0.006
"C#",-0.08,0.484
"C++",0.14,0.236
"Clojure",-0.4,0.001
"Coffeescript",-0.06,0.649
"Erlang",0.18,0.112
"Go",-0.05,0.651
"Haskell",-0.37,0.003
"Java",0.08,0.479
"Javascript",0.06,0.684
"Objective-C",0.06,0.632
"Perl",-0.15,0.241
"Php",0.31,0.006
"Python",0.03,0.805
"Ruby",-0.18,0.161
"Scala",0,0.98
"Typescript",0.12,0.386
