"","coef","pVal"
"Intercept",-2.51,0
"log age",0.1,0
"log size",-0.04,0.015
"log devs",0.12,0.002
"log commits",1.1,0
"C",0.25,0.021
"C#",0.24,0.032
"C++",0.13,0.225
"Clojure",-0.25,0.041
"Coffeescript",0.19,0.151
"Erlang",0.13,0.268
"Go",0.12,0.299
"Haskell",-0.22,0.063
"Java",0,0.997
"Javascript",-0.12,0.467
"Objective-C",0.05,0.702
"Perl",-0.12,0.3
"Php",0.25,0.018
"Python",0.12,0.288
"Ruby",-0.08,0.495
"Scala",-0.44,0
"Typescript",-0.24,0.089
