"","coef"
"Intercept",-2.3
"log age",0.13
"log size",-0.06
"log devs",0.15
"log commits",1.07
"C",0.31
"C++",-0.09
"Clojure",-0.41
"Coffeescript",0.08
"Erlang",0.22
"Go",-0.04
"Haskell",-0.33
"Java",-0.09
"Javascript",0.26
"Objective-C",-0.07
"Perl",0.13
"Php",0.16
"Python",0.1
"Ruby",0
"Scala",-0.12
"Typescript",-0.11
