"","coef","pVal"
"Intercept",-2.42,0
"log age",0.08,0
"log size",-0.03,0.047
"log devs",0.1,0.007
"log commits",1.09,0
"C",0.1,0.322
"C#",0.18,0.074
"C++",0.28,0.009
"Clojure",-0.42,0
"Coffeescript",0.11,0.32
"Erlang",0.24,0.027
"Go",0.12,0.231
"Haskell",-0.21,0.04
"Java",-0.17,0.15
"Javascript",0.08,0.491
"Objective-C",0.27,0.008
"Perl",-0.16,0.155
"Php",0.09,0.367
"Python",0.04,0.696
"Ruby",-0.17,0.165
"Scala",-0.31,0.005
"Typescript",-0.07,0.543
