"","coef"
"Intercept",-2.1
"log age",0.1
"log size",-0.04
"log devs",0.18
"log commits",1.02
"C",0.24
"C++",0.08
"Clojure",-0.36
"Coffeescript",0.19
"Erlang",0.27
"Go",-0.04
"Haskell",-0.39
"Java",0
"Javascript",0.06
"Objective-C",-0.04
"Perl",-0.02
"Php",0.14
"Python",0.06
"Ruby",-0.13
"Scala",0.05
"Typescript",-0.09
