"","coef","pVal"
"Intercept",-2.23,0
"log age",0.06,0.002
"log size",-0.04,0.003
"log devs",0.09,0.008
"log commits",1.1,0
"C",0.15,0.161
"C#",0.07,0.52
"C++",0.25,0.013
"Clojure",-0.45,0
"Coffeescript",0.01,0.933
"Erlang",0.31,0.003
"Go",0.14,0.166
"Haskell",-0.15,0.15
"Java",0.02,0.846
"Javascript",-0.15,0.332
"Objective-C",0.04,0.731
"Perl",-0.04,0.692
"Php",0.2,0.049
"Python",0.03,0.79
"Ruby",-0.12,0.328
"Scala",-0.36,0
"Typescript",0.07,0.576
