"","coef"
"Intercept",-2.38
"log age",0.13
"log size",-0.04
"log devs",0.11
"log commits",1.07
"C",0.27
"C++",0.15
"Clojure",-0.34
"Coffeescript",0.01
"Erlang",0
"Go",0.25
"Haskell",-0.17
"Java",0.18
"Javascript",0.11
"Objective-C",0.17
"Perl",-0.19
"Php",0.03
"Python",-0.11
"Ruby",-0.15
"Scala",0.03
"Typescript",-0.25
