"","coef"
"Intercept",-2.62
"log age",0.19
"log size",-0.05
"log devs",0.11
"log commits",1.04
"C",0.29
"C++",0.06
"Clojure",-0.32
"Coffeescript",0.15
"Erlang",0.16
"Go",-0.13
"Haskell",-0.29
"Java",0.12
"Javascript",0.09
"Objective-C",0.09
"Perl",0.09
"Php",-0.04
"Python",0.12
"Ruby",-0.22
"Scala",-0.06
"Typescript",-0.11
