"","coef","pVal"
"Intercept",-2.49,0
"log age",0.06,0.004
"log size",-0.01,0.416
"log devs",0.05,0.191
"log commits",1.11,0
"C",0.34,0.001
"C#",0.02,0.857
"C++",0.13,0.204
"Clojure",-0.41,0
"Coffeescript",0.14,0.262
"Erlang",0.1,0.346
"Go",-0.09,0.386
"Haskell",-0.24,0.019
"Java",0.13,0.274
"Javascript",-0.14,0.345
"Objective-C",0.06,0.573
"Perl",0.09,0.455
"Php",-0.04,0.717
"Python",0.1,0.379
"Ruby",-0.25,0.078
"Scala",0.05,0.634
"Typescript",0,0.998
