"","coef","pVal"
"Intercept",-2.17,0
"log age",0.08,0
"log size",-0.03,0.013
"log devs",0.12,0
"log commits",1.03,0
"C",0.22,0.02
"C#",0.09,0.364
"C++",0.01,0.882
"Clojure",-0.41,0
"Coffeescript",0.1,0.309
"Erlang",0.12,0.221
"Go",0.12,0.207
"Haskell",-0.32,0.002
"Java",-0.19,0.055
"Javascript",-0.04,0.733
"Objective-C",-0.05,0.586
"Perl",-0.03,0.742
"Php",0.06,0.528
"Python",0.12,0.234
"Ruby",0.03,0.785
"Scala",0.01,0.947
"Typescript",0.16,0.107
