"","coef"
"Intercept",-2.73
"log age",0.19
"log size",-0.05
"log devs",0.15
"log commits",1.05
"C",0.1
"C++",0.08
"Clojure",-0.37
"Coffeescript",0.36
"Erlang",-0.11
"Go",0.26
"Haskell",-0.49
"Java",-0.13
"Javascript",-0.04
"Objective-C",-0.07
"Perl",-0.07
"Php",0.19
"Python",-0.17
"Ruby",0.03
"Scala",0.1
"Typescript",0.32
