"","coef","pVal"
"Intercept",-2.58,0
"log age",0.08,0
"log size",0,0.914
"log devs",0.09,0.008
"log commits",1.05,0
"C",0.07,0.483
"C#",-0.06,0.613
"C++",0.09,0.367
"Clojure",-0.19,0.071
"Coffeescript",0.03,0.78
"Erlang",0.08,0.421
"Go",0.26,0.011
"Haskell",-0.32,0.003
"Java",-0.22,0.037
"Javascript",-0.05,0.63
"Objective-C",0.19,0.063
"Perl",0.19,0.07
"Php",-0.02,0.823
"Python",0.2,0.05
"Ruby",-0.14,0.17
"Scala",-0.15,0.153
"Typescript",0.05,0.645
