"","coef"
"Intercept",-2.57
"log age",0.16
"log size",-0.05
"log devs",0.15
"log commits",1.05
"C",-0.03
"C++",0.14
"Clojure",-0.26
"Coffeescript",0.06
"Erlang",-0.1
"Go",0.1
"Haskell",-0.38
"Java",0.1
"Javascript",0.01
"Objective-C",0.25
"Perl",0.08
"Php",-0.03
"Python",-0.06
"Ruby",-0.02
"Scala",-0.18
"Typescript",0.31
