"","coef"
"Intercept",-2.34
"log age",0.15
"log size",-0.02
"log devs",0.13
"log commits",0.98
"C",0.21
"C++",0.22
"Clojure",-0.4
"Coffeescript",0.07
"Erlang",-0.12
"Go",-0.12
"Haskell",-0.03
"Java",0.02
"Javascript",-0.06
"Objective-C",0.11
"Perl",0.09
"Php",0.09
"Python",0.13
"Ruby",-0.19
"Scala",-0.17
"Typescript",0.16
