"","coef","pVal"
"Intercept",-2.19,0
"log age",0.09,0
"log size",-0.06,0
"log devs",0.11,0
"log commits",1.07,0
"C",0.09,0.389
"C#",0.05,0.669
"C++",0.28,0.005
"Clojure",-0.17,0.097
"Coffeescript",0.03,0.786
"Erlang",0.16,0.099
"Go",-0.02,0.829
"Haskell",-0.28,0.005
"Java",-0.01,0.936
"Javascript",-0.06,0.592
"Objective-C",0,0.968
"Perl",0.12,0.232
"Php",0.14,0.17
"Python",0.07,0.48
"Ruby",-0.22,0.032
"Scala",-0.3,0.004
"Typescript",0.14,0.176
