"","coef"
"Intercept",-2.99
"log age",0.21
"log size",-0.01
"log devs",0.23
"log commits",0.98
"C",-0.15
"C++",0.09
"Clojure",-0.15
"Coffeescript",0
"Erlang",0.19
"Go",0.14
"Haskell",-0.28
"Java",-0.11
"Javascript",0.03
"Objective-C",-0.07
"Perl",0.11
"Php",0.2
"Python",-0.07
"Ruby",-0.01
"Scala",-0.19
"Typescript",0.27
