"","coef"
"Intercept",-2.91
"log age",0.21
"log size",-0.04
"log devs",0.08
"log commits",1.06
"C",0.17
"C++",-0.02
"Clojure",-0.45
"Coffeescript",0.07
"Erlang",0.16
"Go",0.11
"Haskell",-0.26
"Java",-0.04
"Javascript",-0.17
"Objective-C",0.18
"Perl",0.11
"Php",0.11
"Python",-0.01
"Ruby",-0.17
"Scala",0
"Typescript",0.21
