"","coef","pVal"
"Intercept",-2.39,0
"log age",0.08,0
"log size",-0.03,0.053
"log devs",0.14,0
"log commits",1.05,0
"C",0.16,0.121
"C#",-0.14,0.223
"C++",0.09,0.409
"Clojure",-0.2,0.074
"Coffeescript",0.2,0.062
"Erlang",-0.08,0.484
"Go",0.24,0.024
"Haskell",-0.23,0.033
"Java",-0.03,0.754
"Javascript",0.13,0.23
"Objective-C",-0.03,0.768
"Perl",-0.02,0.835
"Php",-0.03,0.796
"Python",0.12,0.251
"Ruby",-0.15,0.183
"Scala",-0.29,0.006
"Typescript",0.27,0.014
