"","coef"
"Intercept",-2.58
"log age",0.16
"log size",-0.03
"log devs",0.23
"log commits",0.98
"C",0.04
"C++",0.09
"Clojure",-0.17
"Coffeescript",0.18
"Erlang",0.14
"Go",0.05
"Haskell",-0.42
"Java",-0.35
"Javascript",-0.03
"Objective-C",-0.05
"Perl",0.08
"Php",0.19
"Python",0.13
"Ruby",-0.29
"Scala",0.11
"Typescript",0.28
