"","coef"
"Intercept",-2.41
"log age",0.15
"log size",-0.03
"log devs",0.17
"log commits",1.01
"C",0.02
"C++",0.1
"Clojure",-0.43
"Coffeescript",0.26
"Erlang",0.19
"Go",-0.01
"Haskell",-0.17
"Java",0.01
"Javascript",-0.11
"Objective-C",0.1
"Perl",-0.14
"Php",0.06
"Python",-0.02
"Ruby",0.15
"Scala",-0.22
"Typescript",0.21
