"","coef","pVal"
"Intercept",-2.38,0
"log age",0.07,0
"log size",-0.02,0.204
"log devs",0.17,0
"log commits",1.04,0
"C",0.2,0.043
"C#",0.09,0.378
"C++",0.02,0.819
"Clojure",-0.25,0.019
"Coffeescript",0.09,0.369
"Erlang",0.03,0.793
"Go",0.08,0.437
"Haskell",-0.29,0.007
"Java",0.03,0.767
"Javascript",0.07,0.495
"Objective-C",0.03,0.742
"Perl",-0.04,0.674
"Php",0.09,0.402
"Python",-0.05,0.642
"Ruby",-0.16,0.157
"Scala",-0.12,0.266
"Typescript",0.16,0.136
