"","coef"
"Intercept",-2.3
"log age",0.13
"log size",-0.05
"log devs",0.23
"log commits",1.01
"C",0
"C++",0.14
"Clojure",-0.21
"Coffeescript",0.21
"Erlang",-0.06
"Go",0.05
"Haskell",-0.14
"Java",0.01
"Javascript",-0.04
"Objective-C",-0.11
"Perl",0.09
"Php",0.12
"Python",-0.13
"Ruby",-0.13
"Scala",0.01
"Typescript",0.17
