"","coef","pVal"
"Intercept",-2.6,0
"log age",0.09,0
"log size",-0.01,0.581
"log devs",0.08,0.018
"log commits",1.06,0
"C",0.08,0.433
"C#",-0.01,0.9
"C++",0.02,0.861
"Clojure",-0.21,0.07
"Coffeescript",0.11,0.332
"Erlang",0.12,0.26
"Go",0.04,0.682
"Haskell",-0.18,0.106
"Java",-0.26,0.022
"Javascript",0.06,0.574
"Objective-C",-0.1,0.365
"Perl",0.1,0.359
"Php",0.1,0.377
"Python",0.22,0.04
"Ruby",-0.08,0.499
"Scala",-0.19,0.105
"Typescript",0.17,0.134
