"","coef"
"Intercept",-2.09
"log age",0.09
"log size",-0.03
"log devs",0.24
"log commits",0.97
"C",0.1
"C++",-0.03
"Clojure",-0.14
"Coffeescript",0.28
"Erlang",-0.11
"Go",-0.08
"Haskell",-0.15
"Java",-0.05
"Javascript",0.09
"Objective-C",0.12
"Perl",0.07
"Php",0.17
"Python",-0.17
"Ruby",-0.24
"Scala",0.04
"Typescript",0.11
