"","coef","pVal"
"Intercept",-2.56,0
"log age",0.09,0
"log size",0.01,0.29
"log devs",0.15,0
"log commits",0.98,0
"C",0.18,0.068
"C#",-0.02,0.821
"C++",-0.04,0.672
"Clojure",-0.02,0.849
"Coffeescript",0.14,0.167
"Erlang",-0.05,0.611
"Go",0.13,0.193
"Haskell",-0.18,0.09
"Java",-0.23,0.027
"Javascript",-0.13,0.248
"Objective-C",-0.08,0.429
"Perl",0.15,0.132
"Php",0.16,0.101
"Python",0.14,0.152
"Ruby",-0.12,0.258
"Scala",-0.18,0.099
"Typescript",0.15,0.151
