"","coef"
"Intercept",-2.62
"log age",0.16
"log size",-0.02
"log devs",0.11
"log commits",1.01
"C",0.04
"C++",0
"Clojure",-0.27
"Coffeescript",0.27
"Erlang",-0.02
"Go",0
"Haskell",-0.2
"Java",-0.3
"Javascript",0.13
"Objective-C",0.01
"Perl",0.2
"Php",0.03
"Python",0.03
"Ruby",-0.05
"Scala",-0.06
"Typescript",0.19
