"","coef"
"Intercept",-2.69
"log age",0.18
"log size",-0.02
"log devs",0.13
"log commits",1
"C",0.13
"C++",0.13
"Clojure",-0.22
"Coffeescript",-0.21
"Erlang",0
"Go",-0.06
"Haskell",-0.27
"Java",0.09
"Javascript",-0.09
"Objective-C",0.22
"Perl",0.21
"Php",0.15
"Python",-0.11
"Ruby",-0.15
"Scala",-0.05
"Typescript",0.23
