"","coef","pVal"
"Intercept",-2.67,0
"log age",0.13,0
"log size",-0.01,0.321
"log devs",0.14,0
"log commits",1.02,0
"C",0.07,0.475
"C#",-0.04,0.742
"C++",0.21,0.031
"Clojure",-0.33,0.003
"Coffeescript",0.13,0.195
"Erlang",-0.06,0.545
"Go",0.15,0.135
"Haskell",-0.11,0.287
"Java",-0.2,0.058
"Javascript",-0.09,0.393
"Objective-C",-0.06,0.58
"Perl",0.09,0.367
"Php",0.18,0.074
"Python",0.1,0.324
"Ruby",-0.15,0.139
"Scala",-0.13,0.185
"Typescript",0.24,0.019
