"","coef"
"Intercept",-2.85
"log age",0.2
"log size",-0.05
"log devs",0.13
"log commits",1.07
"C",-0.04
"C++",-0.01
"Clojure",-0.41
"Coffeescript",0.15
"Erlang",-0.06
"Go",0.09
"Haskell",-0.25
"Java",-0.03
"Javascript",0.21
"Objective-C",0.24
"Perl",0.1
"Php",0.14
"Python",-0.14
"Ruby",-0.11
"Scala",-0.01
"Typescript",0.15
