"","coef"
"Intercept",-2.9
"log age",0.2
"log size",-0.04
"log devs",0.18
"log commits",1.05
"C",0
"C++",-0.04
"Clojure",-0.34
"Coffeescript",0.16
"Erlang",-0.17
"Go",0.11
"Haskell",-0.12
"Java",0.07
"Javascript",0.11
"Objective-C",0.06
"Perl",0.09
"Php",-0.06
"Python",0.05
"Ruby",-0.02
"Scala",-0.08
"Typescript",0.17
