"","coef"
"Intercept",-2.5
"log age",0.16
"log size",-0.05
"log devs",0.17
"log commits",1.05
"C",0.14
"C++",0.12
"Clojure",-0.33
"Coffeescript",0.14
"Erlang",0.07
"Go",-0.05
"Haskell",-0.31
"Java",-0.12
"Javascript",0.24
"Objective-C",-0.01
"Perl",0.16
"Php",-0.04
"Python",-0.05
"Ruby",-0.03
"Scala",-0.1
"Typescript",0.17
