"","coef"
"Intercept",-2.69
"log age",0.17
"log size",-0.02
"log devs",0.16
"log commits",1
"C",0.26
"C++",0.12
"Clojure",-0.2
"Coffeescript",0.23
"Erlang",-0.19
"Go",0.14
"Haskell",-0.16
"Java",-0.01
"Javascript",0.01
"Objective-C",0.04
"Perl",-0.24
"Php",0.02
"Python",-0.03
"Ruby",-0.23
"Scala",-0.07
"Typescript",0.32
