"","coef","pVal"
"Intercept",-2.7,0
"log age",0.16,0
"log size",-0.03,0.018
"log devs",0.05,0.107
"log commits",1.05,0
"C",0.2,0.039
"C#",0.02,0.827
"C++",0.07,0.455
"Clojure",-0.18,0.085
"Coffeescript",0.19,0.054
"Erlang",0.23,0.02
"Go",0.18,0.063
"Haskell",-0.45,0
"Java",-0.21,0.05
"Javascript",0.01,0.898
"Objective-C",-0.01,0.923
"Perl",-0.09,0.382
"Php",0.25,0.01
"Python",0.06,0.57
"Ruby",-0.14,0.182
"Scala",-0.32,0.002
"Typescript",0.17,0.099
