"","coef"
"Intercept",-2.68
"log age",0.15
"log size",0
"log devs",0.21
"log commits",0.98
"C",0.14
"C++",-0.19
"Clojure",-0.28
"Coffeescript",0.1
"Erlang",-0.26
"Go",0.09
"Haskell",-0.43
"Java",0.07
"Javascript",0.03
"Objective-C",-0.01
"Perl",0.33
"Php",0.19
"Python",-0.08
"Ruby",0.1
"Scala",-0.14
"Typescript",0.34
