"","coef","pVal"
"Intercept",-2.24,0
"log age",0.09,0
"log size",-0.02,0.169
"log devs",0.15,0
"log commits",1,0
"C",-0.01,0.906
"C#",0.07,0.485
"C++",0.02,0.869
"Clojure",-0.38,0
"Coffeescript",0.17,0.091
"Erlang",0.03,0.767
"Go",0.23,0.018
"Haskell",-0.31,0.004
"Java",-0.03,0.788
"Javascript",-0.04,0.709
"Objective-C",-0.09,0.359
"Perl",0.16,0.116
"Php",0.24,0.013
"Python",-0.05,0.642
"Ruby",0.02,0.885
"Scala",-0.25,0.015
"Typescript",0.23,0.027
