"","coef"
"Intercept",-2.47
"log age",0.15
"log size",-0.02
"log devs",0.18
"log commits",0.98
"C",0.27
"C++",0.1
"Clojure",-0.11
"Coffeescript",0.19
"Erlang",0.07
"Go",0.13
"Haskell",-0.23
"Java",-0.26
"Javascript",0.04
"Objective-C",0.12
"Perl",-0.05
"Php",0.16
"Python",-0.17
"Ruby",-0.41
"Scala",-0.11
"Typescript",0.26
