"","coef"
"Intercept",-2.31
"log age",0.13
"log size",-0.02
"log devs",0.23
"log commits",0.97
"C",0.17
"C++",0.33
"Clojure",-0.23
"Coffeescript",0.16
"Erlang",0.07
"Go",0.16
"Haskell",-0.22
"Java",-0.22
"Javascript",-0.07
"Objective-C",-0.16
"Perl",0.03
"Php",0.24
"Python",-0.39
"Ruby",0.07
"Scala",-0.16
"Typescript",0.23
