"","coef","pVal"
"Intercept",-2.69,0
"log age",0.12,0
"log size",-0.02,0.166
"log devs",0.12,0
"log commits",1.04,0
"C",0.14,0.136
"C#",-0.09,0.369
"C++",0.02,0.873
"Clojure",-0.33,0.001
"Coffeescript",0.11,0.266
"Erlang",0.18,0.052
"Go",0.25,0.008
"Haskell",-0.31,0.003
"Java",-0.06,0.515
"Javascript",-0.12,0.235
"Objective-C",-0.04,0.691
"Perl",0.21,0.024
"Php",0.25,0.008
"Python",0.06,0.559
"Ruby",-0.2,0.052
"Scala",-0.22,0.028
"Typescript",0.17,0.093
