"","coef","pVal"
"Intercept",-2.4,0
"log age",0.11,0
"log size",-0.04,0.004
"log devs",0.12,0
"log commits",1.06,0
"C",0.18,0.089
"C#",0.09,0.417
"C++",0.09,0.387
"Clojure",-0.25,0.024
"Coffeescript",-0.02,0.885
"Erlang",0.12,0.279
"Go",0.2,0.065
"Haskell",-0.48,0
"Java",-0.05,0.685
"Javascript",0.12,0.275
"Objective-C",-0.12,0.277
"Perl",0.11,0.313
"Php",0.05,0.641
"Python",0.01,0.897
"Ruby",-0.08,0.472
"Scala",-0.16,0.154
"Typescript",0.18,0.116
