"","coef","pVal"
"Intercept",-2.22,0
"log age",0.07,0
"log size",-0.05,0
"log devs",0.12,0
"log commits",1.09,0
"C",0.23,0.012
"C#",0.19,0.054
"C++",0.13,0.178
"Clojure",-0.3,0.003
"Coffeescript",-0.05,0.599
"Erlang",0.09,0.355
"Go",0.12,0.228
"Haskell",-0.21,0.034
"Java",-0.1,0.323
"Javascript",-0.13,0.185
"Objective-C",0,0.976
"Perl",0.03,0.749
"Php",0.26,0.007
"Python",-0.02,0.817
"Ruby",-0.12,0.232
"Scala",-0.22,0.023
"Typescript",0.11,0.271
