"","coef"
"Intercept",-2.64
"log age",0.16
"log size",-0.03
"log devs",0.14
"log commits",1.04
"C",0.12
"C++",0.04
"Clojure",-0.36
"Coffeescript",0.08
"Erlang",-0.02
"Go",0.03
"Haskell",-0.1
"Java",0.17
"Javascript",-0.1
"Objective-C",0.19
"Perl",0.07
"Php",0.1
"Python",-0.04
"Ruby",-0.07
"Scala",-0.24
"Typescript",0.13
