"","coef","pVal"
"Intercept",-2.37,0
"log age",0.11,0
"log size",-0.04,0.007
"log devs",0.11,0.001
"log commits",1.04,0
"C",0.2,0.051
"C#",-0.04,0.682
"C++",-0.03,0.79
"Clojure",-0.36,0.001
"Coffeescript",0.05,0.643
"Erlang",0.07,0.48
"Go",0.21,0.042
"Haskell",-0.23,0.035
"Java",-0.05,0.624
"Javascript",0.14,0.189
"Objective-C",-0.04,0.702
"Perl",0.08,0.443
"Php",0.1,0.381
"Python",0.06,0.584
"Ruby",-0.21,0.07
"Scala",-0.16,0.136
"Typescript",0.21,0.048
