"","coef","pVal"
"Intercept",-2.53,0
"log age",0.1,0
"log size",-0.01,0.455
"log devs",0.14,0
"log commits",1.03,0
"C",0.13,0.186
"C#",-0.11,0.328
"C++",0.06,0.555
"Clojure",-0.32,0.004
"Coffeescript",0.13,0.211
"Erlang",0.15,0.149
"Go",0.11,0.294
"Haskell",-0.28,0.011
"Java",-0.05,0.65
"Javascript",-0.04,0.696
"Objective-C",0.17,0.097
"Perl",-0.03,0.772
"Php",0.26,0.012
"Python",0.06,0.589
"Ruby",-0.05,0.636
"Scala",-0.29,0.007
"Typescript",0.1,0.344
