"","coef","pVal"
"Intercept",-2.83,0
"log age",0.13,0
"log size",0,0.9
"log devs",0.04,0.253
"log commits",1.05,0
"C",0.1,0.318
"C#",0,1
"C++",0.11,0.274
"Clojure",-0.41,0
"Coffeescript",0.21,0.043
"Erlang",0.09,0.368
"Go",0.32,0.002
"Haskell",-0.11,0.32
"Java",-0.25,0.02
"Javascript",0.13,0.234
"Objective-C",-0.02,0.827
"Perl",0.08,0.415
"Php",-0.01,0.953
"Python",-0.12,0.264
"Ruby",-0.05,0.66
"Scala",-0.13,0.224
"Typescript",0.05,0.685
